state,statenum,year,malesuic,malepop,malesuicrate,femalesuic,femalepop,femalesuicrate,adultsuic,adultpop,adultsuicrate,lfp,unemp,rinc,pctrural,college,mormon,sobapt,catholic,protestant,blackper,unins,beercons,pctfemale
ID,14,1996,84,287513,29.21607,18,286311,6.28687,102,573824,17.775486,62.900002,5.1999998,128.06245,36.900002,20.299999,24.943001,1.33,8.8500004,13.55,.54455,16.5,22.299999,51.068901
ID,14,1997,115,294512,39.047646,20,293044,6.8249135,135,587556,22.976534,63.299999,5.3000002,127.9377,36,19.4,24.695999,1.29,9.1400003,13.37,.54879004,17.700001,21.200001,51.041473
ID,14,1998,105,300474,34.944786,23,298950,7.6935945,128,599424,21.353832,63.299999,5,132.58896,35.099998,20.299999,24.451,1.26,9.4399996,13.19,.57156003,17.700001,20.1,51.035316
ID,14,1999,81,308373,26.266891,27,306859,8.7988291,108,615232,17.554354,62,5.1999998,134.27971,34.299999,20.799999,24.209,1.22,9.75,13.01,.63897759,18.099998,20.6,51.026791
ID,14,2000,77,313884,24.531355,17,311605,5.4556251,94,625489,15.028242,61.900002,4.9000001,137.78746,33.5,20,23.969,1.1900001,10.07,12.84,.40000001,15.6,20.1,50.863152
IL,15,1990,557,2868439,19.418226,173,2986288,5.7931452,730,5854727,12.468557,58.700001,6.1999998,158.71461,15.4,21.1,.26499999,2.5599999,31.530001,23.02,14.94498,10.9,25.1,52.931179
IL,15,1991,569,2897333,19.63875,156,3013817,5.1761603,725,5911150,12.264956,58.299999,7.0999999,156.09398,15,24,.26699999,2.55,31.49,22.469999,14.96892,11.5,25,52.890743
IL,15,1992,560,2930414,19.109928,164,3045999,5.3841119,724,5976413,12.11429,59.900002,7.5,161.43977,14.7,23,.27000001,2.54,31.450001,21.93,15.00925,12.9,24.4,52.850597
IL,15,1993,583,2960104,19.695253,169,3077613,5.4912686,752,6037717,12.455039,59.400002,7.4000001,160.69205,14.3,22.1,.27200001,2.53,31.42,21.4,15.048499,12.6,25.700001,52.82795
IL,15,1994,536,2984230,17.961082,136,3101398,4.3851194,672,6085628,11.04241,59.700001,5.6999998,163.42105,14,23.5,.27399999,2.52,31.379999,20.879999,15.063439,11.4,24.4,52.788586
IL,15,1995,563,3008609,18.712967,144,3125064,4.6079059,707,6133673,11.526536,60.299999,5.1999998,166.52887,13.7,24.6,.27599999,2.51,31.34,20.379999,15.0607,11,23.799999,52.744587
IL,15,1996,555,3032923,18.299179,157,3149511,4.984901,712,6182434,11.5165,60.700001,5.3000002,169.99362,13.3,24.5,.27900001,2.5,31.309999,19.889999,15.03423,11.3,23.5,52.707066
IL,15,1997,473,3051427,15.500944,112,3170838,3.5321894,585,6222265,9.401721,60.700001,4.6999998,174.1433,13,25,.28099999,2.49,31.27,19.41,15.02098,12.4,23.6,52.686447
IL,15,1998,529,3072861,17.215227,150,3193051,4.6977015,679,6265912,10.836411,61.5,4.5,181.01227,12.7,25.799999,.28400001,2.48,31.23,18.940001,14.988441,15.000001,23.200001,52.64669
IL,15,1999,554,3092297,17.915485,145,3215361,4.5096025,699,6307658,11.081768,63,4.3000002,181.87875,12.4,25.6,.28600001,2.47,31.200001,18.48,15.286939,13,22.9,52.618462
IL,15,2000,539,3109955,17.33144,130,3227831,4.0274725,669,6337786,10.555737,63.099998,4.4000001,184.99419,12.1,27.1,.28799999,2.46,31.16,18.040001,15.099999,13.500001,22.700001,52.556438
IN,16,1990,386,1375294,28.066727,89,1435648,6.1992912,475,2810942,16.898251,58.099998,5.3000002,134.78194,35.099998,15.6,.37599999,2.0799999,12.58,31.950001,7.8362303,10.7,21.9,52.970345
IN,16,1991,366,1391216,26.30792,82,1450546,5.6530437,448,2841762,15.764867,57.299999,5.9000001,132.22467,34.5,14.7,.384,2.0799999,12.69,31.309999,7.8738198,13,21.9,52.933491
IN,16,1992,370,1408498,26.269117,76,1467011,5.1806021,446,2875509,15.510298,57.5,6.5,136.71419,33.799999,14.4,.39199999,2.0699999,12.8,30.68,7.9378901,10.9,21.5,52.887653
IN,16,1993,388,1428249,27.166132,92,1485632,6.1926508,480,2913881,16.472876,59.700001,5.3000002,138.28374,33.200001,14.1,.40099999,2.0699999,12.91,30.059999,7.9778595,11.900001,22.4,52.833969
IN,16,1994,364,1444291,25.202677,84,1502463,5.5908198,448,2946754,15.203169,62.5,4.9000001,141.55196,32.599998,15,.40900001,2.0599999,13.03,29.450001,8.0246906,10.5,21.6,52.803074
IN,16,1995,360,1462989,24.607157,73,1521978,4.7963901,433,2984967,14.506023,64.199997,4.6999998,141.88321,32,16.9,.41800001,2.0599999,13.14,28.860001,8.0619001,12.6,20.700001,52.76273
IN,16,1996,375,1484860,25.254906,87,1544556,5.6326866,462,3029416,15.250464,61.900002,4.0999999,143.40982,31.4,16.200001,.42699999,2.0599999,13.26,28.27,8.0654192,10.599999,20.5,52.719532
IN,16,1997,391,1496434,26.128784,91,1556754,5.8454967,482,3053188,15.786777,61.200001,3.5,145.90654,30.799999,16.200001,.43599999,2.05,13.37,27.700001,8.13132,11.4,20.6,52.691734
IN,16,1998,373,1506075,24.766363,97,1566973,6.190279,470,3073048,15.294262,61.5,3.0999999,152.70552,30.299999,17.700001,.44600001,2.05,13.49,27.139999,8.1767502,14.4,20.1,52.685726
IN,16,1999,336,1516740,22.152775,74,1577840,4.6899557,410,3094580,13.248971,61.099998,3,153.81152,29.700001,18.4,.45500001,2.05,13.61,26.6,8.3796062,9.3999996,20.299999,52.671387
IN,16,2000,383,1529278,25.044498,89,1588840,5.6015711,472,3118118,15.137336,59.799999,3.2,156.40535,29.200001,17.1,.465,2.04,13.73,26.059999,8.3999996,12,20.299999,52.539337
IA,13,1990,144,664886,21.657848,40,684345,5.845005,184,1349231,13.637398,61.200001,4.1999998,132.91507,39.400002,16.9,.373,.5,18.709999,40.540001,1.74619,8.1000004,23.1,53.032326
IA,13,1991,155,668936,23.171125,35,687759,5.0889921,190,1356695,14.004622,62.099998,4.5999999,130.82233,39.400002,17.6,.38600001,.5,18.74,40.279999,1.7803401,8.8000002,23,52.976059
IA,13,1992,129,676950,19.056061,28,694982,4.0288815,157,1371932,11.443716,63.400002,4.5999999,134.44049,39.299999,18,.39899999,.49000001,18.780001,40.009998,1.8161601,10.1,22.700001,52.906006
IA,13,1993,140,682713,20.50642,41,700006,5.8570929,181,1382719,13.090151,65,4,130.24222,39.299999,18.4,.412,.49000001,18.82,39.75,1.8462499,9.1999998,23.6,52.833549
IA,13,1994,159,688767,23.08473,25,705912,3.541518,184,1394679,13.193,65.300003,3.7,137.2807,39.200001,19.299999,.426,.47999999,18.85,39.48,1.87861,9.7000008,23.5,52.783573
IA,13,1995,176,696634,25.264343,31,713766,4.3431602,207,1410400,14.676687,66.599998,3.5,137.69685,39.200001,19.700001,.44100001,.47999999,18.889999,39.220001,1.89412,11.3,23.299999,52.748085
IA,13,1996,172,702080,24.498632,37,719212,5.1445193,209,1421292,14.70493,68.099998,3.8,143.174,39.099998,21.299999,.456,.47,18.92,38.959999,1.9178901,11.599999,23,52.694218
IA,13,1997,170,705189,24.107012,46,722633,6.3656101,216,1427822,15.127936,67.199997,3.3,146.41121,39.099998,21.700001,.47099999,.47,18.959999,38.709999,1.93569,12,23.4,52.660988
IA,13,1998,169,706760,23.911936,48,724420,6.6259904,217,1431180,15.162313,65.699997,2.8,150.64417,39,20.299999,.48699999,.46000001,18.99,38.450001,1.9596601,9.3000002,22.6,52.651352
IA,13,1999,154,710636,21.670729,28,728427,3.8438993,182,1439063,12.647119,66.099998,2.5,149.83194,39,21.700001,.50300002,.46000001,19.030001,38.200001,2.0216103,7.5999999,23.1,52.629166
IA,13,2000,152,712805,21.324205,34,729733,4.6592383,186,1442538,12.893941,65.699997,2.5999999,153.49013,38.900002,25.5,.51999998,.46000001,19.059999,37.939999,2.0999999,8.6999998,23.200001,52.495964
KS,17,1990,144,607092,23.719633,38,613147,6.197535,182,1220239,14.915111,60.400002,4.4000001,139.07422,30.9,21.1,.68300003,3.8900001,14.88,34.740002,5.8498802,10.8,19.700001,52.403225
